step,time,obst_px,obst_py,obst_pz,obst_vx,obst_vy,obst_vz,obst_radius,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,qpos_15,qpos_16,qpos_17,qpos_18,qpos_19,qpos_20,qpos_21,qpos_22,qpos_23,qpos_24,qpos_25,qpos_26,qpos_27,qpos_28,qpos_29,qpos_30,qpos_31,qpos_32,qpos_33,qvel_0,qvel_1,qvel_2,qvel_3,qvel_4,qvel_5,qvel_6,qvel_7,qvel_8,qvel_9,qvel_10,qvel_11,qvel_12,qvel_13,qvel_14,qvel_15,qvel_16,qvel_17,qvel_18,qvel_19,qvel_20,qvel_21,qvel_22,qvel_23,qvel_24,qvel_25,qvel_26,qvel_27,qvel_28,qvel_29,qvel_30,qvel_31,qvel_32,cap_site_0_head_sensor_0,cap_site_1_head_sensor_1,cap_site_2_head_sensor_2,cap_site_3_head_sensor_3,cap_site_4_head_sensor_4,cap_site_5_head_sensor_5,cap_site_6_torso_sensor_0,cap_site_7_torso_sensor_1,cap_site_8_torso_sensor_2,cap_site_9_torso_sensor_3,cap_site_10_torso_sensor_4,cap_site_11_torso_sensor_5,cap_site_12_torso_sensor_6,cap_site_13_torso_sensor_7,cap_site_14_torso_sensor_8,cap_site_15_torso_sensor_9,cap_site_16_torso_sensor_10,cap_site_17_left_shoulder_roll_sensor_0,cap_site_18_left_shoulder_roll_sensor_1,cap_site_19_left_shoulder_roll_sensor_2,cap_site_20_left_shoulder_roll_sensor_3,cap_site_21_left_shoulder_roll_sensor_4,cap_site_22_left_shoulder_roll_sensor_5,cap_site_23_left_shoulder_roll_sensor_6,cap_site_24_left_shoulder_roll_sensor_7,cap_site_25_left_shoulder_yaw_sensor_0,cap_site_26_left_shoulder_yaw_sensor_1,cap_site_27_left_shoulder_yaw_sensor_2,cap_site_28_left_shoulder_yaw_sensor_3,cap_site_29_left_shoulder_yaw_sensor_4,cap_site_30_left_shoulder_yaw_sensor_5,cap_site_31_left_elbow_sensor_0,cap_site_32_left_elbow_sensor_1,cap_site_33_left_elbow_sensor_2,cap_site_34_left_elbow_sensor_3,cap_site_35_left_elbow_sensor_4,cap_site_36_left_elbow_sensor_5,cap_site_37_left_elbow_sensor_6,cap_site_38_left_elbow_sensor_7,cap_site_39_left_elbow_sensor_8,cap_site_41_right_shoulder_roll_sensor_0,cap_site_42_right_shoulder_roll_sensor_1,cap_site_43_right_shoulder_roll_sensor_2,cap_site_44_right_shoulder_roll_sensor_3,cap_site_45_right_shoulder_roll_sensor_4,cap_site_46_right_shoulder_roll_sensor_5,cap_site_47_right_shoulder_roll_sensor_6,cap_site_48_right_shoulder_roll_sensor_7,cap_site_49_right_shoulder_yaw_sensor_0,cap_site_50_right_shoulder_yaw_sensor_1,cap_site_51_right_shoulder_yaw_sensor_2,cap_site_52_right_shoulder_yaw_sensor_3,cap_site_53_right_shoulder_yaw_sensor_4,cap_site_54_right_shoulder_yaw_sensor_5,cap_site_55_right_elbow_sensor_0,cap_site_56_right_elbow_sensor_1,cap_site_57_right_elbow_sensor_2,cap_site_58_right_elbow_sensor_3,cap_site_59_right_elbow_sensor_4,cap_site_60_right_elbow_sensor_5,cap_site_61_right_elbow_sensor_6,cap_site_62_right_elbow_sensor_7,cap_site_63_right_elbow_sensor_8,tof_reading_0,tof_reading_1,tof_reading_2,tof_reading_3,tof_reading_4,tof_reading_5,tof_reading_6,tof_reading_7,tof_reading_8,tof_reading_9,tof_reading_10,tof_reading_11,tof_reading_12,tof_reading_13,tof_reading_14,tof_reading_15,tof_reading_16,tof_reading_17,tof_reading_18,tof_reading_19,tof_reading_20,tof_reading_21,tof_reading_22,tof_reading_23,tof_reading_24,tof_reading_25,tof_reading_26,tof_reading_27,tof_reading_28,tof_reading_29,tof_reading_30,tof_reading_31,tof_reading_32,tof_reading_33,tof_reading_34,tof_reading_35,tof_reading_36,tof_reading_37,tof_reading_38,tof_reading_39,tof_reading_40,tof_reading_41,tof_reading_42,tof_reading_43,tof_reading_44,tof_reading_45,tof_reading_46,tof_reading_47,tof_reading_48,tof_reading_49,tof_reading_50,tof_reading_51,tof_reading_52,tof_reading_53,tof_reading_54,tof_reading_55,tof_reading_56,tof_reading_57,dist_to_obst_0,dist_to_obst_1,dist_to_obst_2,dist_to_obst_3,dist_to_obst_4,dist_to_obst_5,dist_to_obst_6,dist_to_obst_7,dist_to_obst_8,dist_to_obst_9,dist_to_obst_10,dist_to_obst_11,dist_to_obst_12,dist_to_obst_13,dist_to_obst_14,dist_to_obst_15,dist_to_obst_16,dist_to_obst_17,dist_to_obst_18,dist_to_obst_19,dist_to_obst_20,dist_to_obst_21,dist_to_obst_22,dist_to_obst_23,dist_to_obst_24,dist_to_obst_25,dist_to_obst_26,dist_to_obst_27,dist_to_obst_28,dist_to_obst_29,dist_to_obst_30,dist_to_obst_31,dist_to_obst_32,dist_to_obst_33,dist_to_obst_34,dist_to_obst_35,dist_to_obst_36,dist_to_obst_37,dist_to_obst_38,dist_to_obst_39,dist_to_obst_40,dist_to_obst_41,dist_to_obst_42,dist_to_obst_43,dist_to_obst_44,dist_to_obst_45,dist_to_obst_46,dist_to_obst_47,dist_to_obst_48,dist_to_obst_49,dist_to_obst_50,dist_to_obst_51,dist_to_obst_52,dist_to_obst_53,dist_to_obst_54,dist_to_obst_55,dist_to_obst_56,dist_to_obst_57,dist_to_obst_58,dist_to_obst_59,dist_to_obst_60,dist_to_obst_61,dist_to_obst_62,collision,min_obst_dist,cmd_vx,cmd_vy,cmd_vz
0,0.0000,1.2000,0.0000,0.9500,0.0000,0.0000,0.0000,0.1161,0.1900,0.0000,1.0280,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,2.0397,2.0173,2.0573,2.0280,2.0493,1.9876,1.5291,1.6155,1.7135,1.6752,1.5318,1.8513,1.6825,1.7010,1.6068,1.7644,1.6169,1.5408,1.6579,1.6106,1.5743,1.5937,1.5478,1.5131,1.5712,1.4476,1.4717,1.4416,1.4549,1.5232,1.4076,1.3224,1.3475,1.3585,1.3142,1.3821,1.3477,1.4030,1.3223,1.3209,1.8046,1.8908,1.8678,1.8370,1.8032,1.7899,1.8297,1.7631,1.7192,1.7724,1.7529,1.7240,1.7212,1.7126,1.6703,1.6814,1.6973,1.6582,1.6874,1.6904,1.6704,1.6280,1.6562,0,1.0000,1.1249,2.8190,-0.4085
1,0.0020,0.6210,1.3073,1.0000,-1.2936,-4.3513,2.2937,0.1161,0.1900,0.0000,1.0280,1.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0003,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0003,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,-0.0127,0.0000,-0.0001,0.0004,0.0005,-0.0162,0.0007,0.0124,0.1421,-0.0144,0.0017,-0.0156,0.0008,0.0120,0.1421,-0.0143,-0.0003,0.0038,-0.0004,-0.0002,0.0118,0.0001,0.0013,-0.0000,0.0039,0.0002,0.0002,0.0118,0.0001,0.0001,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.9577,-1.0000,-1.0000,0.9615,-1.0000,0.9633,0.9598,0.9798,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.2750,1.2070,1.2860,1.3096,1.2434,1.2564,1.1278,0.9790,1.0424,1.1620,0.9672,1.1550,1.1846,1.0151,1.1342,1.2014,0.9998,1.0557,1.1048,1.0887,1.0729,1.0701,1.1508,1.1210,1.0733,1.0306,1.1219,1.0741,1.1180,1.0841,1.0929,1.0543,0.9577,1.0276,1.0155,0.9615,1.0607,0.9633,0.9598,0.9798,1.0557,1.1048,1.0887,1.0729,1.0701,1.1508,1.1210,1.0733,1.0306,1.1219,1.0741,1.1180,1.0841,1.0929,1.0543,0.9577,1.0276,1.0155,0.9615,1.0607,0.9633,0.9598,0.9798,0,0.9577,-1.2936,-4.3513,2.2937
1,0.0020,0.6210,1.3073,1.0000,-1.2936,-4.3513,2.2937,0.1161,0.1900,0.0000,1.0280,1.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0003,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0003,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,-0.0127,0.0000,-0.0001,0.0004,0.0005,-0.0162,0.0007,0.0124,0.1421,-0.0144,0.0017,-0.0156,0.0008,0.0120,0.1421,-0.0143,-0.0003,0.0038,-0.0004,-0.0002,0.0118,0.0001,0.0013,-0.0000,0.0039,0.0002,0.0002,0.0118,0.0001,0.0001,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.9577,-1.0000,-1.0000,0.9615,-1.0000,0.9633,0.9598,0.9798,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.2750,1.2070,1.2860,1.3096,1.2434,1.2564,1.1278,0.9790,1.0424,1.1620,0.9672,1.1550,1.1846,1.0151,1.1342,1.2014,0.9998,1.0557,1.1048,1.0887,1.0729,1.0701,1.1508,1.1210,1.0733,1.0306,1.1219,1.0741,1.1180,1.0841,1.0929,1.0543,0.9577,1.0276,1.0155,0.9615,1.0607,0.9633,0.9598,0.9798,1.0557,1.1048,1.0887,1.0729,1.0701,1.1508,1.1210,1.0733,1.0306,1.1219,1.0741,1.1180,1.0841,1.0929,1.0543,0.9577,1.0276,1.0155,0.9615,1.0607,0.9633,0.9598,0.9798,0,0.9577,-1.2936,-4.3513,2.2937
2,0.0040,0.6185,1.2985,1.0045,-1.2936,-4.3513,2.2741,0.1161,0.1900,0.0000,1.0279,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0004,-0.0002,0.0000,-0.0001,0.0000,0.0000,0.0004,-0.0002,-0.0000,0.0000,-0.0000,-0.0000,0.0001,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0004,0.0002,-0.0177,0.0003,0.0028,0.0006,0.0008,-0.0128,0.0030,0.0072,0.0815,-0.0784,0.0021,-0.0120,0.0030,0.0066,0.0811,-0.0785,-0.0004,0.0122,-0.0014,-0.0007,0.0350,0.0002,0.0029,-0.0000,0.0124,0.0005,0.0005,0.0347,0.0002,0.0007,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.5686,1.5438,1.6087,1.5704,1.5897,1.5059,1.3620,1.3961,1.3883,1.4584,1.3139,1.5440,1.4114,1.4311,1.4445,1.4946,1.3413,1.2002,1.2539,1.2231,1.2096,1.2523,1.2543,1.1813,1.2649,1.1827,1.1943,1.1668,1.2182,1.2611,1.1809,1.1380,1.1123,1.1313,1.1275,1.1344,1.1418,1.1646,1.1389,1.1213,1.6095,1.6277,1.6316,1.6221,1.5797,1.6205,1.6655,1.5600,1.5873,1.6423,1.6302,1.6119,1.5579,1.6231,1.6284,1.5987,1.6215,1.6137,1.5839,1.6312,1.5582,1.5726,1.5995,0,1.0000,-1.2936,-4.3513,2.2937
2,0.0040,0.6185,1.2985,1.0045,-1.2936,-4.3513,2.2741,0.1161,0.1900,0.0000,1.0279,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0004,-0.0002,0.0000,-0.0001,0.0000,0.0000,0.0004,-0.0002,-0.0000,0.0000,-0.0000,-0.0000,0.0001,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0004,0.0002,-0.0177,0.0003,0.0028,0.0006,0.0008,-0.0128,0.0030,0.0072,0.0815,-0.0784,0.0021,-0.0120,0.0030,0.0066,0.0811,-0.0785,-0.0004,0.0122,-0.0014,-0.0007,0.0350,0.0002,0.0029,-0.0000,0.0124,0.0005,0.0005,0.0347,0.0002,0.0007,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.5686,1.5438,1.6087,1.5704,1.5897,1.5059,1.3620,1.3961,1.3883,1.4584,1.3139,1.5440,1.4114,1.4311,1.4445,1.4946,1.3413,1.2002,1.2539,1.2231,1.2096,1.2523,1.2543,1.1813,1.2649,1.1827,1.1943,1.1668,1.2182,1.2611,1.1809,1.1380,1.1123,1.1313,1.1275,1.1344,1.1418,1.1646,1.1389,1.1213,1.6095,1.6277,1.6316,1.6221,1.5797,1.6205,1.6655,1.5600,1.5873,1.6423,1.6302,1.6119,1.5579,1.6231,1.6284,1.5987,1.6215,1.6137,1.5839,1.6312,1.5582,1.5726,1.5995,0,1.0000,-1.2936,-4.3513,2.2937
3,0.0060,0.6159,1.2898,1.0091,-1.2936,-4.3513,2.2545,0.1161,0.1900,0.0000,1.0279,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0005,-0.0005,0.0000,-0.0001,0.0000,0.0000,0.0005,-0.0005,-0.0000,0.0001,-0.0000,-0.0000,0.0002,0.0000,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0006,0.0005,-0.0221,0.0006,0.0058,0.0008,0.0010,-0.0102,0.0053,0.0025,0.0271,-0.1431,0.0025,-0.0091,0.0053,0.0017,0.0263,-0.1436,-0.0006,0.0211,-0.0026,-0.0012,0.0583,0.0003,0.0046,-0.0000,0.0212,0.0008,0.0008,0.0578,0.0003,0.0013,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.5585,1.5337,1.5986,1.5602,1.5795,1.4957,1.3524,1.3864,1.3783,1.4485,1.3041,1.5339,1.4014,1.4211,1.4347,1.4846,1.3314,1.1902,1.2438,1.2130,1.1996,1.2422,1.2444,1.1714,1.2549,1.1729,1.1844,1.1571,1.2085,1.2513,1.1712,1.1286,1.1028,1.1217,1.1181,1.1248,1.1323,1.1550,1.1295,1.1119,1.5997,1.6177,1.6216,1.6122,1.5698,1.6106,1.6557,1.5502,1.5776,1.6326,1.6205,1.6022,1.5481,1.6135,1.6191,1.5893,1.6120,1.6044,1.5744,1.6217,1.5487,1.5633,1.5902,0,1.0000,-1.2936,-4.3513,2.2937
3,0.0060,0.6159,1.2898,1.0091,-1.2936,-4.3513,2.2545,0.1161,0.1900,0.0000,1.0279,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0005,-0.0005,0.0000,-0.0001,0.0000,0.0000,0.0005,-0.0005,-0.0000,0.0001,-0.0000,-0.0000,0.0002,0.0000,0.0000,-0.0000,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0006,0.0005,-0.0221,0.0006,0.0058,0.0008,0.0010,-0.0102,0.0053,0.0025,0.0271,-0.1431,0.0025,-0.0091,0.0053,0.0017,0.0263,-0.1436,-0.0006,0.0211,-0.0026,-0.0012,0.0583,0.0003,0.0046,-0.0000,0.0212,0.0008,0.0008,0.0578,0.0003,0.0013,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.5585,1.5337,1.5986,1.5602,1.5795,1.4957,1.3524,1.3864,1.3783,1.4485,1.3041,1.5339,1.4014,1.4211,1.4347,1.4846,1.3314,1.1902,1.2438,1.2130,1.1996,1.2422,1.2444,1.1714,1.2549,1.1729,1.1844,1.1571,1.2085,1.2513,1.1712,1.1286,1.1028,1.1217,1.1181,1.1248,1.1323,1.1550,1.1295,1.1119,1.5997,1.6177,1.6216,1.6122,1.5698,1.6106,1.6557,1.5502,1.5776,1.6326,1.6205,1.6022,1.5481,1.6135,1.6191,1.5893,1.6120,1.6044,1.5744,1.6217,1.5487,1.5633,1.5902,0,1.0000,-1.2936,-4.3513,2.2937
